timestamp,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 10:25:02,session_end,server_closed,unknown,3001,0,6534,52.372,,137.526,0.0,3618.32,3608.32,46.0,46.0,95.341,182.336,-1.57,31.295,1.178,1.0,1.0,0.45,625,2308,103,278,2220,4036,49.114,-8.03,3

timestamp,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,approach_steps,corner_steps,apex_steps,exit_steps,sharp_corner_steps,final_phase,final_front,final_curve_signal,final_curve_strength,final_target_track_pos,final_target_speed,final_gear
2026-05-14 10:33:36,session_end,server_closed,unknown,3001,0,5546,69.65,,116.742,0.0,3447.17,3437.17,0.0,0.0,106.586,184.473,-21.335,42.168,1.568,1.0,1.0,0.45,604,1944,185,235,340,2761,2003,207,3343,exit,200.0,-40.648,0.339,-0.12,145.0,3

timestamp,driver_version,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,approach_steps,corner_steps,apex_steps,exit_steps,sharp_corner_steps,final_phase,final_front,final_curve_signal,final_curve_strength,final_target_track_pos,final_target_speed,final_gear
2026-05-14 10:40:50,curve_line_v2,session_end,keyboard_interrupt,unknown,3001,0,16894,207.596,,344.726,0.0,2476.0,2466.0,87.0,87.0,26.0,199.724,-6.379,23.219,2.38,1.0,1.0,0.45,336,14968,13602,288,169,2069,13965,403,14630,apex,0.0,0.0,0.947,0.0,65.0,1
