"steer","accel","brake","gear","speedX","speedY","speedZ","wheelSpinVel","z","track","trackPos","angle","rpm","damage","distFromStart"
"1.0","0.9999436094777306","0.0","4","111.464","-4.47489","-0.958454","[102.716, 99.3291, 100.182, 96.9878]","0.286377","[20.133, 34.3719, 22.7932, 15.7168, 12.1864, 10.6696, 9.93171, 9.3271, 8.91871, 8.52975, 8.15997, 7.80897, 7.34825, 6.86335, 6.06355, 4.82579, 3.50749, 2.49769, 1.25666]","-0.848084","0.0167357","8295.94","0.0","508.255"
"1.0","0.9999436094777306","0.0","4","111.556","-4.5251","-0.948572","[102.683, 99.1833, 103.93, 103.93]","0.286118","[20.0988, 34.6266, 22.9043, 15.722, 12.1342, 10.5931, 9.84483, 9.23212, 8.81854, 8.42488, 8.05086, 7.69619, 7.2312, 6.74296, 5.94085, 4.70623, 3.40255, 2.41376, 1.20971]","-0.853987","0.0154464","8752.13","0.0","508.805"
"1.0","0.9999436094777306","0.0","4","111.82","-4.68946","-0.927054","[102.823, 99.1835, 104.168, 104.168]","0.286034","[20.0318, 34.9882, 23.0827, 15.7825, 12.1269, 10.5551, 9.79329, 9.17006, 8.7495, 8.34947, 7.96964, 7.60973, 7.13833, 6.64412, 5.83545, 4.59877, 3.30486, 2.33354, 1.16374]","-0.859835","0.0135333","8766.68","0.0","509.355"
"1.0","0.9999436094777306","0.0","4","112.075","-4.88313","-0.901371","[103.028, 99.2779, 104.415, 104.415]","0.286129","[19.9495, 35.4515, 23.3006, 15.875, 12.1448, 10.5391, 9.76071, 9.12531, 8.6968, 8.2893, 7.90268, 7.53652, 7.05752, 6.55607, 5.73784, 4.49631, 3.2102, 2.2552, 1.11821]","-0.865645","0.0113293","8787.65","0.0","509.907"
"1.0","0.9999436094777306","0.0","4","112.325","-5.08892","-0.87839","[103.237, 99.4173, 104.693, 104.693]","0.286428","[19.8621, 36.0099, 23.5408, 15.9854, 12.1763, 10.5348, 9.73859, 9.08884, 8.65164, 8.23616, 7.84213, 7.46923, 6.98185, 6.47245, 5.64358, 4.39501, 3.1164, 2.17771, 1.07298]","-0.871408","0.00903958","8811.17","0.0","510.459"
"1.0","0.9999436094777306","0.0","4","112.562","-5.32444","-0.893665","[103.43, 99.583, 105.124, 105.124]","0.286724","[19.7781, 36.6563, 23.7863, 16.0995, 12.2094, 10.5317, 9.71719, 9.05246, 8.60534, 8.1813, 7.77972, 7.39995, 6.90407, 6.38657, 5.54699, 4.29093, 3.02109, 2.09985, 1.02805]","-0.877139","0.00675076","8848.75","0.0","511.013"
"1.0","0.9999436094777306","0.0","4","112.802","-5.62118","-0.958868","[103.597, 99.7444, 105.55, 105.55]","0.286212","[19.6974, 37.408, 24.0372, 16.2173, 12.2441, 10.5286, 9.69533, 9.01516, 8.55774, 8.12416, 7.71411, 7.32722, 6.82264, 6.29693, 5.44663, 4.18344, 2.92316, 2.02071, 0.983067]","-0.882861","0.0040428","8883.51","0.0","511.571"
"1.0","0.9999436094777306","0.0","4","113.05","-5.88254","-1.02028","[103.747, 99.9182, 105.816, 105.816]","0.28539","[19.6314, 38.2408, 24.2674, 16.3165, 12.2611, 10.5073, 9.65591, 8.96083, 8.49356, 8.05073, 7.63232, 7.23806, 6.72529, 6.19232, 5.33316, 4.06637, 2.81905, 1.93847, 0.937508]","-0.888581","0.00168579","8905.49","0.0","512.129"
"1.0","0.9999436094777306","0.0","4","113.313","-6.04949","-1.0482","[103.881, 100.116, 105.869, 105.869]","0.284373","[19.5887, 39.1269, 24.4535, 16.3767, 12.2431, 10.4526, 9.58468, 8.87625, 8.4002, 7.94937, 7.52371, 7.12297, 6.60292, 6.06444, 5.20006, 3.93589, 2.70746, 1.85253, 0.891449]","-0.894274","-8.56558e-05","8909.22","0.0","512.688"
"1.0","0.9999436094777306","0.0","4","113.571","-6.11703","-1.06033","[104.005, 100.34, 106.043, 106.043]","0.283307","[19.5729, 40.0461, 24.581, 16.3855, 12.1795, 10.3556, 9.47292, 8.75337, 8.27013, 7.81286, 7.38166, 6.97623, 6.45099, 5.90883, 5.04393, 3.79034, 2.58854, 1.76299, 0.84502]","-0.899917","-0.00114471","8924.25","0.0","513.248"
"1.0","0.9999436094777306","0.0","4","113.822","-6.10334","-1.04222","[104.159, 100.591, 106.265, 106.265]","0.282334","[19.5678, 41.0731, 24.6848, 16.3728, 12.0958, 10.2401, 9.34217, 8.61223, 8.1225, 7.65956, 7.22348, 6.8141, 6.28483, 5.74008, 4.87634, 3.63783, 2.4669, 1.67273, 0.798809]","-0.905488","-0.00185568","8943.17","0.0","513.809"
"1.0","0.9999436094777306","0.0","4","114.069","-6.08525","-1.0215","[104.354, 100.837, 106.515, 106.515]","0.281539","[19.5599, 42.3032, 24.7968, 16.3662, 12.0157, 10.127, 9.21306, 8.4712, 7.97465, 7.50576, 7.06466, 6.65115, 6.11774, 5.5704, 4.70731, 3.48483, 2.34613, 1.58376, 0.753238]","-0.910975","-0.00253517","8964.33","0.0","514.371"
"1.0","0.9999436094777306","0.0","4","114.316","-6.08183","-1.00404","[104.574, 101.077, 106.775, 106.775]","0.280532","[19.5458, 43.8116, 24.9272, 16.3746, 11.9465, 10.023, 9.09187, 8.33646, 7.83201, 7.3566, 6.90989, 6.49184, 5.95372, 5.40341, 4.54042, 3.33323, 2.22715, 1.49659, 0.708748]","-0.916361","-0.00359565","8986.25","0.0","514.935"
"1.0","0.9999436094777306","0.0","4","114.563","-6.10051","-0.993435","[104.805, 101.308, 107.045, 107.045]","0.279411","[19.5253, 45.6832, 25.078, 16.4001, 11.89, 9.92895, 8.97925, 8.20904, 7.69506, 7.21194, 6.75912, 6.33593, 5.79248, 5.2386, 4.37522, 3.18244, 2.10956, 1.41087, 0.665218]","-0.921627","-0.00494749","9009.0","0.0","515.502"
"1.0","0.9999436094777306","0.0","4","114.817","-6.12749","-0.978886","[105.037, 101.534, 107.227, 107.227]","0.278416","[19.5005, 48.0177, 25.2448, 16.4396, 11.8442, 9.84229, 8.87297, 8.08693, 7.56268, 7.07044, 6.61033, 6.18158, 5.63229, 5.07449, 4.21059, 3.0323, 1.99308, 1.32651, 0.622665]","-0.926763","-0.00632269","9023.38","0.0","516.069"
"1.0","0.9999436094777306","0.0","5","115.078","-6.12348","-0.953287","[105.254, 101.767, 107.367, 107.367]","0.277626","[19.481, 50.8758, 25.4008, 16.4699, 11.7891, 9.74527, 8.75647, 7.95463, 7.42036, 6.91908, 6.45131, 6.01677, 5.46237, 4.90162, 4.03913, 2.87897, 1.87563, 1.2426, 0.580906]","-0.931773","-0.00747186","9035.67","0.0","516.637"
"1.0","0.9999436094777306","0.0","5","115.164","-6.01288","-0.92426","[105.441, 102.007, 103.95, 101.79]","0.277052","[19.4736, 54.346, 25.5249, 16.4722, 11.7089, 9.62382, 8.61663, 7.80029, 7.25682, 6.74749, 6.27299, 5.83328, 5.2748, 4.71324, 3.85615, 2.72025, 1.75696, 1.15891, 0.539997]","-0.936643","-0.00820381","8120.24","0.0","517.207"
"1.0","0.9999436094777306","0.0","5","114.941","-5.78801","-0.904441","[105.474, 102.137, 103.1, 100.224]","0.276709","[19.4761, 58.6429, 25.6408, 16.4497, 11.6074, 9.48322, 8.45813, 7.62858, 7.07688, 6.56073, 6.08071, 5.637, 5.07554, 4.5149, 3.66705, 2.56076, 1.64082, 1.07784, 0.500843]","-0.941272","-0.00852901","8131.12","0.0","517.775"
"1.0","0.9999436094777306","0.0","5","114.666","-5.59848","-0.898747","[105.4, 102.106, 102.948, 99.9694]","0.276426","[19.4622, 64.6413, 25.8532, 16.4708, 11.5446, 9.37778, 8.33082, 7.48578, 6.92419, 6.3994, 5.91221, 5.46292, 4.89636, 4.33372, 3.49228, 2.41236, 1.53255, 1.00221, 0.463943]","-0.945657","-0.00920993","7670.2","0.0","518.342"
"1.0","0.9999436094777306","0.0","5","114.676","-5.53829","-0.898206","[105.337, 101.997, 105.915, 105.915]","0.275681","[19.4204, 74.6352, 26.2284, 16.5716, 11.5512, 9.33497, 8.26108, 7.39477, 6.82002, 6.28315, 5.78542, 5.32719, 4.7511, 4.1819, 3.33936, 2.27836, 1.43308, 0.932135, 0.42939]","-0.949806","-0.0109575","8012.13","0.0","518.91"
"1.0","0.9999436094777306","0.0","5","114.84","-5.59862","-0.896399","[105.421, 101.972, 106.261, 106.261]","0.275021","[19.3525, 138.018, 26.8076, 16.7541, 11.6297, 9.35662, 8.25095, 7.35697, 6.76483, 6.2122, 5.70007, 5.22916, 4.63862, 4.05781, 3.20598, 2.15611, 1.34051, 0.866354, 0.396679]","-0.953752","-0.0133289","8034.17","0.0","519.479"
"1.0","0.9999436094777306","0.0","5","115.02","-5.67344","-0.873726","[105.562, 102.024, 106.291, 106.291]","0.274512","[19.2752, 131.958, 27.5797, 16.9763, 11.7458, 9.4114, 8.27181, 7.34781, 6.7347, 6.16349, 5.63489, 5.14917, 4.5414, 3.94627, 3.08168, 2.03892, 1.25192, 0.803593, 0.365578]","-0.957498","-0.0158904","8035.74","0.0","520.049"
"1.0","0.9999436094777306","0.0","5","115.201","-5.72315","-0.854223","[105.686, 102.13, 106.38, 106.38]","0.274199","[19.2062, 126.213, 28.5086, 17.1859, 11.854, 9.45851, 8.28625, 7.33278, 6.69895, 6.10795, 5.56219, 5.06198, 4.43743, 3.82869, 2.95334, 1.92061, 1.16466, 0.742788, 0.335953]","-0.961041","-0.0181401","8042.69","0.0","520.619"
"1.0","0.9999436094777306","0.0","5","115.381","-5.72448","-0.830691","[105.796, 102.274, 106.505, 106.505]","0.274089","[19.1482, 120.802, 29.6189, 17.3719, 11.9443, 9.48971, 8.28623, 7.3048, 6.651, 6.04098, 5.47753, 4.9627, 4.32265, 3.70202, 2.81933, 1.80184, 1.07894, 0.684113, 0.307846]","-0.964375","-0.0199845","8052.31","0.0","521.19"
"1.0","0.9999436094777306","0.0","5","115.563","-5.70132","-0.817002","[105.907, 102.441, 106.656, 106.656]","0.274153","[19.0996, 115.691, 30.9708, 17.5367, 12.0171, 9.50709, 8.27189, 7.26381, 6.59109, 5.9627, 5.38223, 4.85243, 4.19721, 3.56647, 2.68009, 1.6832, 0.995776, 0.627665, 0.281147]","-0.96752","-0.0214546","8063.81","0.0","521.762"
"1.0","0.9999436094777306","0.0","5","115.748","-5.66187","-0.81643","[106.022, 102.617, 106.835, 106.835]","0.27391","[19.0588, 110.85, 32.6549, 17.6832, 12.074, 9.51233, 8.24511, 7.21123, 6.52031, 5.87429, 5.27748, 4.73339, 4.06263, 3.42297, 2.53672, 1.56554, 0.915624, 0.574116, 0.256012]","-0.970476","-0.0229028","8077.38","0.0","522.336"
"1.0","0.9999436094777306","0.0","5","115.935","-5.61218","-0.826102","[106.149, 102.803, 107.012, 107.012]","0.273513","[19.0233, 106.235, 34.8239, 17.8171, 12.1219, 9.50944, 8.21165, 7.15031, 6.44176, 5.7785, 5.16582, 4.6077, 3.922, 3.27312, 2.39013, 1.44933, 0.838542, 0.523243, 0.232414]","-0.973239","-0.0242332","8090.76","0.0","522.912"
"1.0","0.9999436094777306","0.0","5","116.133","-5.5386","-0.827623","[106.287, 102.993, 107.105, 107.105]","0.273136","[18.992, 101.825, 37.7112, 17.9408, 12.1635, 9.501, 8.17391, 7.08486, 6.35791, 5.67789, 5.04948, 4.47776, 3.77778, 3.12051, 2.24233, 1.33593, 0.765097, 0.47537, 0.210434]","-0.975801","-0.0253251","8097.17","0.0","523.489"
"1.0","0.9999436094777306","0.0","5","116.336","-5.41965","-0.819146","[106.429, 103.2, 107.185, 107.185]","0.272865","[18.969, 97.6562, 41.619, 18.0378, 12.1835, 9.47281, 8.11861, 7.00366, 6.25785, 5.56177, 4.91912, 4.33522, 3.62312, 2.96043, 2.09106, 1.22457, 0.695097, 0.430368, 0.190029]","-0.978167","-0.0260428","8103.58","0.0","524.066"
"1.0","0.9999436094777306","0.0","5","116.534","-5.26725","-0.800643","[106.59, 103.423, 107.335, 107.335]","0.272727","[18.9495, 93.6637, 47.3016, 18.1598, 12.1967, 9.43886, 8.0591, 6.91954, 6.1553, 5.44151, 4.78506, 4.18956, 3.46666, 2.80019, 1.9429, 1.11779, 0.629457, 0.388578, 0.171223]","-0.98034","-0.0265339","8115.18","0.0","524.645"
"1.0","0.9999436094777306","0.0","5","116.731","-5.13396","-0.784954","[106.782, 103.635, 107.528, 107.528]","0.272761","[18.923, 89.7282, 56.6638, 18.3869, 12.2388, 9.43464, 8.02767, 6.8631, 6.07972, 5.34666, 4.67244, 4.06383, 3.32786, 2.65558, 1.80802, 1.02061, 0.569569, 0.350542, 0.154133]","-0.982316","-0.0271247","8129.89","0.0","525.224"
"1.0","0.9999436094777306","0.0","5","116.929","-5.03832","-0.777375","[106.995, 103.838, 107.722, 107.722]","0.272725","[18.8866, 85.823, 128.586, 18.7639, 12.3178, 9.46833, 8.03157, 6.84134, 6.0379, 5.28382, 4.5891, 3.96279, 3.21036, 2.52883, 1.68714, 0.933387, 0.515672, 0.316072, 0.138569]","-0.984119","-0.0280255","8144.48","0.0","525.805"
"1.0","0.9999436094777306","0.0","5","117.129","-4.9765","-0.776183","[107.215, 104.033, 107.912, 107.912]","0.272378","[18.8349, 81.9493, 123.646, 19.3459, 12.4358, 9.54153, 8.07442, 6.85689, 6.033, 5.25698, 4.53961, 3.89192, 3.11718, 2.4226, 1.58203, 0.856967, 0.468487, 0.285942, 0.124901]","-0.985707","-0.0293792","8158.84","0.0","526.388"
"1.0","0.9999436094777306","0.0","4","117.333","-4.93727","-0.774987","[107.431, 104.221, 108.087, 108.087]","0.272087","[18.7697, 78.1174, 118.805, 20.2105, 12.5877, 9.64851, 8.15272, 6.90518, 6.06094, 5.26238, 4.52126, 3.84991, 3.04673, 2.33435, 1.49022, 0.789658, 0.427081, 0.259493, 0.11293]","-0.987098","-0.0308455","8171.51","0.0","526.973"
"1.0","0.9999436094777306","0.0","4","117.37","-4.82288","-0.758342","[107.613, 104.404, 105.415, 102.971]","0.27192","[18.6994, 74.4111, 114.163, 21.4271, 12.7426, 9.76107, 8.23993, 6.96498, 6.09912, 5.28019, 4.51683, 3.82288, 2.99103, 2.25725, 1.40909, 0.731224, 0.391645, 0.23702, 0.10281]","-0.988272","-0.0321458","9112.96","0.0","527.558"
"1.0","0.9999436094777306","0.0","4","117.128","-4.62708","-0.741425","[107.631, 104.476, 104.879, 101.99]","0.271905","[18.6245, 70.8371, 109.728, 23.1818, 12.8997, 9.88004, 8.33757, 7.03958, 6.15401, 5.31523, 4.53283, 3.8187, 2.96018, 2.20458, 1.34698, 0.686595, 0.364734, 0.219999, 0.0951614]","-0.989157","-0.0332463","9120.18","0.0","528.142"
"1.0","0.9999436094777306","0.0","4","116.856","-4.49064","-0.72547","[107.569, 104.388, 104.812, 101.801]","0.272054","[18.5213, 67.1012, 105.202, 26.2647, 13.1735, 10.1096, 8.54413, 7.22438, 6.31931, 5.45718, 4.65135, 3.91315, 3.01842, 2.22593, 1.33163, 0.663999, 0.349094, 0.209604, 0.0902901]","-0.989732","-0.0350335","8693.06","0.0","528.725"
"1.0","0.9999436094777306","0.0","4","116.957","-4.55039","-0.714017","[107.56, 104.243, 109.186, 109.186]","0.272315","[18.3838, 63.0625, 100.485, 32.4775, 13.7505, 10.4898, 8.89831, 7.55582, 6.63105, 5.74424, 4.90779, 4.13677, 3.19326, 2.34258, 1.37321, 0.665277, 0.344125, 0.205132, 0.0877953]","-0.990047","-0.0378664","9196.42","0.0","529.308"
"1.0","0.9999436094777306","0.0","4","117.244","-4.80742","-0.702855","[107.771, 104.226, 109.464, 109.464]","0.27216","[18.213, 58.7048, 95.5592, 48.6447, 14.8762, 11.0321, 9.41634, 8.04549, 7.1006, 6.18897, 5.32043, 4.50882, 3.49983, 2.56999, 1.47974, 0.691606, 0.34989, 0.206425, 0.0874977]","-0.990128","-0.0422266","9212.57","0.0","529.894"
"1.0","0.9999436094777306","0.0","4","117.521","-5.14056","-0.696581","[108.042, 104.3, 109.755, 109.755]","0.272117","[18.0254, 54.716, 90.6133, 118.62, 16.889, 11.7326, 10.037, 8.64132, 7.67328, 6.73787, 5.84113, 4.99256, 3.91463, 2.89177, 1.64838, 0.741692, 0.365688, 0.213173, 0.0893555]","-0.989971","-0.0471786","9237.09","0.0","530.481"
"1.0","0.9999436094777306","0.0","4","117.805","-5.46228","-0.678969","[108.272, 104.428, 109.909, 109.909]","0.272203","[17.8373, 51.2847, 85.8451, 112.87, 20.5576, 12.8427, 10.7033, 9.26878, 8.28302, 7.32466, 6.4022, 5.52515, 4.39151, 3.28114, 1.86968, 0.8143, 0.391353, 0.225409, 0.0934525]","-0.989568","-0.0520719","9249.52","0.0","531.07"
"1.0","0.9999436094777306","0.0","4","118.089","-5.71976","-0.664523","[108.446, 104.608, 110.138, 110.138]","0.272443","[17.6602, 48.4051, 81.3967, 107.518, 28.183, 14.6136, 11.6301, 9.86881, 8.86287, 7.88913, 6.94654, 6.04432, 4.87129, 3.6953, 2.12651, 0.906917, 0.426526, 0.243093, 0.0998116]","-0.988911","-0.0563653","9269.21","0.0","531.66"
"1.0","0.9999436094777306","0.0","4","118.371","-5.89583","-0.648884","[108.592, 104.824, 110.421, 110.421]","0.272833","[17.494, 45.9677, 77.2664, 102.557, 52.1061, 17.7043, 13.0961, 10.6682, 9.42143, 8.4132, 7.45795, 6.53849, 5.33223, 4.1105, 2.41259, 1.01831, 0.471069, 0.266173, 0.108391]","-0.988005","-0.0599845","9293.23","0.0","532.252"
"1.0","0.9999436094777306","0.0","4","118.651","-6.01959","-0.643538","[108.74, 105.062, 110.746, 110.746]","0.273344","[17.335, 43.8623, 73.4052, 97.9273, 114.473, 24.2585, 15.6743, 11.9699, 10.242, 8.95056, 7.93934, 7.0097, 5.78125, 4.52087, 2.72217, 1.15202, 0.525726, 0.294884, 0.119274]","-0.986846","-0.0630353","9320.73","0.0","532.846"
"1.0","0.9999436094777306","0.0","4","118.93","-6.11122","-0.64962","[108.905, 105.312, 111.095, 111.095]","0.273478","[17.1793, 42.003, 69.7572, 93.5622, 109.544, 46.3639, 21.1508, 14.3328, 11.6513, 9.81557, 8.48015, 7.46348, 6.22122, 4.9325, 3.0486, 1.30769, 0.591231, 0.329464, 0.132385]","-0.985448","-0.0659726","9350.09","0.0","533.443"
"1.0","0.9999436094777306","0.0","4","119.21","-6.18241","-0.661509","[109.092, 105.568, 111.404, 111.404]","0.273515","[17.0235, 40.3268, 66.2724, 89.4041, 104.85, 113.203, 39.2189, 19.5526, 14.397, 11.3936, 9.42761, 8.0408, 6.66074, 5.35251, 3.39299, 1.48619, 0.668441, 0.370477, 0.148003]","-0.98378","-0.0687154","9375.98","0.0","534.041"
"1.0","0.9999436094777306","0.0","4","119.5","-6.21786","-0.65839","[109.298, 105.828, 111.585, 111.585]","0.27358","[16.8667, 38.8011, 62.9347, 85.4334, 100.37, 108.435, 112.924, 37.8557, 21.1488, 14.6737, 11.2348, 9.10237, 7.19211, 5.77609, 3.75613, 1.68544, 0.757112, 0.417773, 0.16605]","-0.981852","-0.0712188","9390.44","0.0","534.641"
"1.0","0.9999436094777306","0.0","4","119.791","-6.20964","-0.649078","[109.511, 106.102, 111.801, 111.801]","0.273754","[16.7103, 37.4152, 59.7617, 81.6669, 96.1206, 103.914, 108.249, 112.152, 115.006, 23.7807, 15.2152, 11.1868, 8.16226, 6.23652, 4.12579, 1.90148, 0.856628, 0.471308, 0.186554]","-0.979658","-0.073376","9409.1","0.0","535.243"
"1.0","0.9999436094777306","0.0","4","120.077","-6.17024","-0.629305","[109.747, 106.386, 112.081, 112.081]","0.274078","[16.5508, 36.1285, 56.7002, 78.0462, 92.0374, 99.5701, 103.758, 107.527, 110.282, 113.092, 28.8484, 16.3157, 10.146, 7.0853, 4.50819, 2.13978, 0.967756, 0.531404, 0.209599]","-0.977194","-0.0753716","9432.84","0.0","535.846"
"0.6778989020060713","0.9999436094777306","0.0","4","120.363","-6.14521","-0.616665","[110.0, 106.66, 112.36, 112.36]","0.274554","[16.3851, 34.9115, 53.7035, 74.5234, 88.0675, 95.3474, 99.3926, 103.032, 105.692, 108.404, 111.169, 41.1368, 15.2388, 8.86348, 4.96879, 2.40492, 1.09354, 0.598994, 0.235405]","-0.974442","-0.0773729","9456.29","0.0","536.451"
"-0.11737420766732198","0.9999436094777306","0.0","4","120.65","-6.13558","-0.611248","[110.263, 106.929, 112.641, 112.641]","0.274787","[16.2139, 33.7583, 50.872, 71.0985, 84.2103, 91.2459, 95.1528, 98.6668, 101.234, 103.851, 106.52, 109.242, 41.9954, 13.3184, 5.84215, 2.69096, 1.23273, 0.673718, 0.263657]","-0.971445","-0.0796188","9479.88","0.0","537.059"
"0.008320165741070166","0.9999436094777306","0.0","5","120.952","-6.14771","-0.611751","[110.83, 107.498, 113.163, 113.163]","0.274948","[16.0383, 32.6677, 48.3137, 67.7853, 80.4803, 87.2799, 91.0535, 94.4466, 96.9249, 99.4508, 102.026, 104.652, 108.417, 34.0391, 7.6378, 2.9968, 1.38589, 0.756348, 0.294853]","-0.968145","-0.0819019","9524.41","0.0","537.669"
"0.0","0.9999436094777306","0.0","5","121.098","-6.06455","-0.604567","[111.419, 108.167, 109.284, 107.043]","0.275175","[15.8632, 31.6598, 46.0457, 64.6559, 76.9555, 83.5317, 87.179, 90.4575, 92.8515, 95.2913, 97.7779, 100.314, 103.949, 108.23, 11.8452, 3.4232, 1.54736, 0.844627, 0.328407]","-0.964589","-0.0837777","8559.83","0.0","538.281"
"0.0","0.9999436094777306","0.0","5","120.913","-5.75373","-0.532922","[111.695, 108.709, 108.218, 105.552]","0.275569","[15.6957, 30.7658, 44.1095, 61.8279, 73.7631, 80.1344, 83.6663, 86.8401, 89.1573, 91.5185, 93.9248, 96.3782, 99.8949, 104.036, 26.2068, 4.11106, 1.71439, 0.938581, 0.364967]","-0.960679","-0.0846856","8569.23","0.0","538.892"
"0.0","0.9999436094777306","0.0","5","120.689","-5.49886","-0.517413","[111.804, 108.945, 108.064, 105.336]","0.276451","[15.5165, 29.8769, 42.2515, 59.0032, 70.5782, 76.7467, 80.1642, 83.2344, 85.4757, 87.7586, 90.0855, 92.4572, 95.8565, 99.859, 107.724, 5.33667, 1.95527, 1.04381, 0.405479]","-0.956366","-0.0859407","8066.49","0.0","539.503"
"0.0","0.9999436094777306","0.0","5","120.849","-5.38267","-0.553479","[111.809, 109.117, 111.988, 111.988]","0.277293","[15.3411, 29.0656, 40.6115, 56.404, 67.6405, 73.6193, 76.9302, 79.9041, 82.0746, 84.2853, 86.538, 88.8344, 92.1249, 95.9989, 103.611, 7.40635, 2.29742, 1.17709, 0.448234]","-0.951802","-0.0864852","8473.04","0.0","540.113"
"-0.0010978875194915146","0.9999436094777306","0.0","5","121.222","-5.29004","-0.601782","[112.027, 109.481, 112.363, 112.363]","0.27841","[15.1711, 28.3311, 39.1715, 54.0439, 64.9621, 70.7642, 73.9763, 76.8606, 78.9658, 81.1099, 83.2944, 85.5209, 88.7113, 92.4674, 99.8467, 11.0764, 2.75459, 1.35176, 0.499939]","-0.946831","-0.0933679","8495.42","0.0","540.766"
"-0.013008264324039672","0.9999436094777306","0.0","5","121.624","-5.10245","-0.634258","[112.29, 109.978, 112.538, 112.538]","0.279701","[15.011, 27.6888, 37.9499, 51.9915, 62.6128, 68.2547, 71.3776, 74.1817, 76.2279, 78.3121, 80.4358, 82.6, 85.7014, 89.3526, 96.526, 18.0222, 3.33326, 1.56719, 0.564179]","-0.940657","-0.102415","8508.33","0.0","541.44"
"-0.12934945814893375","0.9999436094777306","0.0","5","122.083","-4.58301","-0.569568","[112.531, 110.676, 112.115, 112.115]","0.281578","[14.8695, 27.1759, 37.008, 50.3902, 60.746, 66.2498, 69.2972, 72.0338, 74.0313, 76.0658, 78.1387, 80.2518, 83.2801, 86.8456, 93.8515, 31.2769, 4.01347, 1.81927, 0.64092]","-0.933161","-0.109351","8493.11","0.0","542.116"
"-0.2945324195793632","0.9999436094777306","0.0","5","122.459","-4.25838","-0.725817","[112.813, 111.373, 113.533, 113.533]","0.283261","[14.7366, 26.7346, 36.2222, 49.0545, 59.1632, 64.5424, 67.5223, 70.1991, 72.1531, 74.1436, 76.1726, 78.2406, 81.2049, 84.6956, 91.557, 106.66, 4.80077, 2.10618, 0.728544]","-0.924561","-0.115015","8594.72","0.0","542.794"
"-0.522081295458681","0.9999436094777306","0.0","5","122.908","-3.97682","-0.811281","[113.157, 112.066, 113.983, 113.983]","0.284295","[14.6135, 26.3628, 35.5825, 47.9779, 57.8573, 63.1251, 66.0454, 68.6697, 70.5858, 72.5385, 74.5287, 76.5581, 79.4677, 82.8949, 89.6335, 104.475, 5.66562, 2.41906, 0.824719]","-0.915073","-0.119378","8602.29","0.0","543.474"
"-0.5623680158422274","0.9999436094777306","0.0","5","123.398","-3.68525","-0.993863","[113.351, 112.866, 113.729, 113.729]","0.28459","[14.5163, 26.1295, 35.2149, 47.3842, 57.0725, 62.255, 65.131, 67.717, 69.606, 71.532, 73.4955, 75.4982, 78.3705, 81.7552, 88.4138, 103.092, 6.46765, 2.73051, 0.92546]","-0.904909","-0.12111","8594.01","0.0","544.156"
"-0.002221084284799579","0.9999436094777306","0.0","5","123.873","-3.23359","-1.13247","[113.345, 113.783, 113.82, 113.82]","0.284124","[14.4632, 26.1137, 35.2664, 47.5106, 57.0746, 62.2133, 65.07, 67.641, 69.5202, 71.4369, 73.392, 75.387, 78.2495, 81.6247, 88.2695, 102.936, 6.9949, 2.99934, 1.02483]","-0.894377","-0.118715","8615.96","0.0","544.84"
"0.0","0.9999436094777306","0.0","5","124.381","-2.38675","-1.17933","[113.481, 114.642, 113.943, 113.943]","0.283244","[14.4432, 26.2629, 35.6396, 48.1426, 57.6444, 62.7753, 65.6323, 68.2064, 70.0896, 72.011, 73.9724, 75.9746, 78.849, 82.2402, 88.9231, 103.696, 7.27218, 3.22433, 1.12182]","-0.883577","-0.113235","8612.74","0.0","545.527"
"0.0","0.9999436094777306","0.0","5","124.925","-1.51488","-1.17093","[113.827, 115.234, 113.766, 113.766]","0.282262","[14.432, 26.4619, 36.1166, 48.8857, 58.3539, 63.4905, 66.3557, 68.9396, 70.831, 72.7625, 74.7346, 76.749, 79.6425, 83.0585, 89.7957, 104.711, 7.4682, 3.43064, 1.21797]","-0.872595","-0.106902","8587.33","0.0","546.216"
"0.0","0.9999436094777306","0.0","5","125.434","-0.810725","-1.16779","[114.307, 115.684, 114.127, 114.127]","0.281303","[14.4175, 26.6499, 36.5798, 49.5473, 58.9898, 64.1327, 67.006, 69.5995, 71.4995, 73.44, 75.4228, 77.4487, 80.3605, 83.8, 90.5896, 38.9729, 7.66471, 3.63167, 1.31359]","-0.861567","-0.100859","8637.69","0.0","546.909"
"0.0","0.9999436094777306","0.0","5","125.952","-0.302957","-1.08691","[114.851, 116.076, 114.545, 114.545]","0.281232","[14.3948, 26.7997, 36.9734, 50.0529, 59.4641, 64.6082, 67.486, 70.0855, 71.9909, 73.938, 75.9283, 77.9628, 80.8884, 84.3458, 91.1764, 33.7143, 7.88962, 3.83308, 1.40847]","-0.85061","-0.0955833","8661.85","0.0","547.604"
"0.0","0.9999436094777306","0.0","5","126.453","0.036843","-1.03631","[115.4, 116.451, 115.217, 115.217]","0.281837","[14.3633, 26.9051, 37.2822, 50.3959, 59.7654, 64.9024, 67.7799, 70.3809, 72.2881, 74.2386, 76.2328, 78.272, 81.2054, 84.6741, 91.5316, 30.9933, 8.14568, 4.03648, 1.50246]","-0.839786","-0.0911525","8712.89","0.0","548.302"
